color_element	spell_incantation
green	"Spirits of the gentle breeze, grant me the power to glide upon the winds like a leaf on the breeze; Let the currents of the air be my guide, as I soar above the clouds with the freedom of the birds; Winged Grace of the Skyborne Wanderer!"
green	"Spirits of the living realm, grant me dominion over the very essence of life; Let the very soul of the world be mine to control, as I summon forth the Gaia's Will of the Lifeweaver's Mastery!"
green	"Spirits of the living realm, grant me dominion over the very essence of life; Let the very soul of the world be mine to control, as I summon forth the Nature's Embrace of the Lifeweaver's Touch!"
green	"Spirits of the living realm, grant me dominion over the very essence of life; Let the very soul of the world be mine to control, as I summon forth the Verdant Maelstrom of the Lifeweaver's Command!"
green	"Spirits of the meadow, grant me the grace of the wind-swept plains; Let my movements be fluid and free, as I dance upon the air like the seeds of the dandelion; Ephemeral Waltz of the Breezy Step!"
green	"Spirits of the relentless tempest, bestow upon me the power to command the unyielding winds; Let the gales carry my voice to the farthest reaches of the world, and let the air be my loyal servant; Gale's Symphony of the Boundless Whisper!"
green	"Spirits of the sacred grove, hear me and answer my call; Let your will be mine to command, as I invoke the power of the primal forces of nature; Druid's Dominion of the Feywalker!"
green	"Spirits of the tempest, gather and whirl, and let the fury of the storm be my weapon against those who dare oppose me; Unleash the wrath of the gales and rend the very air asunder; Cyclonic Vortex of the Unrestrained Maelstrom!"
green	"Spirits of the untamed wild, bestow upon me the gift of transformation; Grant me the form of the noble beasts, and let my body and soul meld with the essence of the animal kingdom; Shape of the Primal Metamorphosis!"
green	"Spirits of the untamed wild, grant me the power to meld with the essence of the natural world; Let my form become one with the flora and fauna, as I slip through the shadows and vanish into the Foliage of the Nature's Camouflage!"
green	"Spirits of the untamed wild, grant me the power to meld with the essence of the natural world; Let my form become one with the flora and fauna, as I slip through the shadows and vanish into the Foliage's Cloak of Nature's Embrace!"
green	"Spirits of the untamed wild, grant me the power to meld with the essence of the natural world; Let my form become one with the flora and fauna, as I slip through the shadows and vanish into the Mists of the Sylvan Cloak!"
green	"Spirits of the untamed wild, grant me the power to meld with the essence of the natural world; Let my form become one with the flora and fauna, as I slip through the shadows and vanish into the Sylvan Shroud of Nature's Veil!"
green	"Spirits of the untamed wild, grant me the power to meld with the essence of the natural world; Let my form become one with the flora and fauna, as I slip through the shadows and vanish into the Verdant Veil of Nature's Cloak!"
green	"Spirits of the verdant kingdom, grant me the power to communicate with your children, the creatures of the wild; Let their instincts and wisdom guide me on my path, as I invoke the Beastly Chorus of the Wildspeaker's Melody!"
green	"Spirits of the verdant kingdom, grant me the power to communicate with your children, the creatures of the wild; Let their instincts and wisdom guide me on my path, as I invoke the Whispering Winds of the Beastmaster's Call!"
green	"Spirits of the verdant kingdom, grant me the power to communicate with your children, the creatures of the wild; Let their instincts and wisdom guide me on my path, as I invoke the Wildheart's Harmony of the Beastmaster's Chant!"
green	"Spirits of the wind, lend me the power to manipulate the very air around me; Allow me to command the gales and breeze, as I wield the Aeromancer's Mastery of the skies!"
green	"Spirits of the wind, lend me the power to manipulate the very currents of the air; Let the gales become my instrument of destruction, as I summon the Typhoon of the Tempest's Wrath to rend and tear my foes asunder!"
green	"Spirits of the wind, lend me the power to manipulate the very currents of the air; Let the gales become my instrument of destruction, as I summon the Whirlwind of the Vortex's Fury to rend and tear my foes asunder!"
green	"Spirits of the wind, weave your melodies around me and let the song of the skies protect me from harm; Bestow upon me the grace of the ethereal zephyrs, and let my form be as elusive as the breeze; Aegis of the Harmonious Gust!"
green	"The winds of change are upon us, and the world is poised for a great transformation; By the power of the great wind spirits, let me become an agent of that change, for I command the very essence of the wind; Whirlwind of the Aeromancer's Transformation!"
green	"Whirling gales, heed my call; Dance to the tune of tempestuous skies; Unleash your fury, a raging storm that bends the very fabric of existence; Rend the barriers of reality asunder, for I summon the celestial maelstrom, Twister of Astral Chaos!"
green	"Whispers on the wind, secrets of the trees, heed my call; Let the very earth beneath my feet rise up and become my ally, for I command the very essence of nature itself; Verdant Fury of the Wildwood Warden!"
green	"Winds of the four corners of the earth, converge and unleash your tempestuous fury; Let the howling gales drown out the screams of my enemies, as they are buffeted by the onslaught of the raging storm; Typhoon of the Windward Gales!"
green	"With the breath of the forest, I shall forge a barrier of wind to protect me from harm; Let the swirling currents of air form a shield that no force can penetrate; Aegis of the Unyielding Gale!"
green	"With the essence of the green earth, let the plants rise to my bidding and entwine my enemies in a thorny embrace; I command the power of the Thorny Vines!"
green	"With the fleeting wind as my guide, let the essence of speed surge through my veins; The world shall slow around me as I transcend mortal limitations and embrace the Supersonic Torrent of the Gale!"
green	"With the force of a tempestuous gale, let the winds lift me high and carry me with effortless grace; I summon the power of the Skyborn Tempest!"
green	"With the fury of a raging tempest and the might of a rampaging beast, let my enemies be swept away by the unbridled power of the wind; Let the very skies tremble and the earth shake, as I unleash the full force of the storm; Tempest's Wrath of the Galeforce!"
green	"With the grace of a soaring bird and the speed of a galloping cheetah, I am the very embodiment of swiftness; Let my enemies tremble before my lightning-fast strikes, as I invoke the power of the wind to hasten my every move; Velocity Vortex of the Windrunner!"
green	"With the grace of the butterfly and the beauty of the orchid, I call forth the powers of the natural world; Let the birds of the air and the flowers of the earth become my messengers and my warriors; With the harmony of nature at my side, I invoke the Symphony of the Natural Order!"
green	"With the grace of the butterfly and the ferocity of the lion, I tap into the primal forces of the natural world; Let the very winds and the earth itself become my weapon and my armor; With the raw power of the untamed wilds at my side, I unleash the Fury of the Natural Elements!"
green	"With the might of a rampaging bull and the speed of a pouncing cat, let my enemies tremble before my unstoppable force; Let the very earth shake and the wind howl, as I charge forth with the power of the wind at my back; Hurricane's Charge of the Windborn!"
green	"With the might of the storm and the speed of the wind, I am one with the tempest; Let the heavens roar and the earth tremble, as I invoke the power of the sky itself; Stormrider's Call to the Thundering Skies!"
green	"With the power of the ancient trees and the wisdom of the woodland spirits, I command the very essence of nature; Let the growth of the forest be mine to control, as I bring forth the full force of the natural world; Nature's Embrace of the Druidic Enchantment!"
green	"With the power of the primeval forests coursing through my veins, I shall shape the very essence of life itself; Let the plants bloom and the animals thrive under my benevolent rule; Nature's Guardian of the Emerald Enclave!"
green	"With the speed of the falcon and the agility of the panther, I harness the primal fury of the untamed beasts; Let the predators of the wilds become my allies, and the fear of their fangs my weapon; I summon the Pack of the Raging Beast!"
green	"With the speed of the unyielding tempest and the might of the storm, let my enemies be swept away in a flurry of leaves and debris; I command the power of the Gale's Fury!"
green	"With the strength of the mighty oak and the speed of the agile cheetah, I command the power of the wind; Let the gusts of the tempest carry me to victory, as I unleash the full force of the storm; Tempest's Fury of the Windrider!"
green	"With the strength of the towering redwoods and the resilience of the bamboo, I become one with the very essence of the natural world; Let the winds carry my voice and the earth quake with my power; With the wisdom of the forest at my command, I invoke the Might of the World's Soul!"
green	"With the swiftness of the falcon and the grace of the swallow, imbue me with the agility of the wind; Let my every movement be swift and precise, as I dance through the air with the Aerial Mastery of the Windrider's Prowess!"
green	"With the swiftness of the hawk and the grace of the eagle, imbue me with the agility of the wind; Let my every movement be swift and precise, as I navigate the skies with the Aerial Acrobatics of the Windrider's Grace!"
green	"With the swiftness of the soaring eagle, let the winds lift me above my enemies; Embrace the freedom of the skies and behold the Aerial Acrobatics of the Winged Pinnacle!"
green	"With the voice of nature's harmony, I commune with the creatures of the wild, directing their instincts to serve my will; Primal Symphony of the Beastbound Pact!"
green	"With the whispering winds as my ally, I shall summon the gales that traverse the ancient forests; Let the air dance around my enemies, binding them in a vortex of emerald fury; Spiraling Zephyr of the Woodland's Wrath!"
green	"With the wisdom of the ancient forests, I awaken the life that slumbers within, commanding the flora to rise and ensnare my foes; Verdant Entanglement of the Nature's Embrace!"
orange	"A rumble in the earth, a quake in the air, a storm of rocks and metal; The ground is my ally, and it heeds my call; Tremor Strike!"
orange	"As I channel the indomitable spirit of the mountain, I shatter the very earth beneath my foes, creating a chasm of despair; Crumbling Desolation of the Riftbound Fissure!"
orange	"As the earth's mighty mountains loom over the land, so too shall I stand tall and unyielding; With the strength of the earth itself coursing through me, I am invincible; Earth's Fortress of Invincibility!"
orange	"Beneath the crust and beyond the mantle, the heart of the earth beats with unstoppable force; Let that power now flow through me, as I summon forth the seismic fury of the earth's molten core; Volcanic Eruption of the Earth's Heart!"
orange	"By the ancient powers of the earth, I summon thee, guardians of the precious stones; Unleash your unyielding might, and let your gems transform into unbreakable shields, protecting me from all harm; Gemstone Fortress of the Earth's Might!"
orange	"By the call of the molten forge, let the metallic armaments bend and reshape to my will; Unleash the wrath of the iron storm and let the Maelstrom of the Metal Artificer reshape the battlefield!"
orange	"By the earth's fertile soil, let my crops grow and flourish; Invoke the Abundant Harvest of the Farmer's Blessing!"
orange	"By the earth's magnetic force, let the metal bend and twist to my will; Wield the Electromagnetic Grasp of the Lodestone's Dominion!"
orange	"By the earth's metallic ores, let my weapons be sharpened and honed to perfection; Command the Razor-Sharp Edge of the Metalworker's Craft!"
orange	"By the earth's molten core, let the power of the lava flow through me; Unleash the Scorching Inferno of the Magma's Eruption!"
orange	"By the earth's shifting sands, let my enemies be swallowed up and lost; Command the Vast Dunes of the Sandstorm's Fury!"
orange	"By the earth's unbreakable strength, I command thee, spirits of the rocks and the boulders; Let your power flow through my veins, and let me become an unstoppable force of nature, a living embodiment of the earth's unyielding will; Rockslide of the Unbreakable Earth!"
orange	"By the earth's unbreakable will, I command thee, spirits of the mountain's peak; Let your power fill my being, and let me become as unyielding and immovable as the very peak of the mountain itself; Peakform of the Unbreakable Earth!"
orange	"By the earth's unbreakable will, I summon thee, spirits of the soil and the dust; Let your power fill my being, and let me become as unyielding and unstoppable as the very earth beneath our feet; Duststorm of the Unbreakable Earth!"
orange	"By the earth's underground rivers, let my enemies be swept away in the currents; Command the Torrential Flow of the Subterranean Stream's Force!"
orange	"By the earth's unyielding power, I command thee to shake and quake; Unleash the fury of the mighty seismic forces, and bring down the very foundations of my enemies' fortresses; Terra's Wrathful Quake!"
orange	"By the earth's unyielding will, I command thee, spirits of the mountains; Awaken and let your ancient power fill my being, as I become an unstoppable force of nature; Mountainous Fury of the Unyielding Earth!"
orange	"By the fiery heart of the earth, let the molten rock flow forth and consume my enemies; Let the power of the Magma's Inferno Rain Down!"
orange	"By the force of the mighty earth and the power of the undying metal, I summon the very essence of creation itself; Let the very fabric of reality bend to my will, as I unleash the ultimate power of metal manipulation; Creation of the Metal Titans!"
orange	"By the force of the raging inferno and the power of the unyielding earth, I summon the very essence of creation itself; Let the very fabric of reality bend to my will, as I unleash the ultimate power of volcanic magic; Eruption of the Magma Titans!"
orange	"By the force of the raging inferno, I summon the flames of creation; Let the molten fire of the earth's core be my forge, as I shape the metal of my will into a weapon of ultimate power; Ignition of the Magma Smith!"
orange	"By the forge's fire and the blacksmith's craft, let the metal bend and shape to my will; Command the Unyielding Steel of the Artisan's Hand!"
orange	"By the harmony of the earthen symphony, let the seismic tremors dance to my command; Unleash the Rhythmic Rumble of the Terrestrial Waltz!"
orange	"By the impenetrable armor of the celestial guardian, let the forces of darkness be absorbed and nullified; Grant me the power to resist all harm, and let my enemies' assaults be rendered powerless; Nullification of the Celestial Bastion!"
orange	"By the impenetrable bastion of the celestial fortress, grant me the power to summon an unbreakable barrier; Let the forces of darkness be held at bay, and let no harm befall those under my protection; Aegis of the Celestial Bulwark!"
orange	"By the magnetic pull of the planet's core, let the metallic bonds bend to my will; Command the Twisted Dominion of the Ferrous Manipulator!"
orange	"By the might of the earth and the force of my will, I summon the rocks of creation; Let the very ground beneath my feet be my weapons, as I unleash the full power of my seismic fury upon my foes; Rockslide of the Terra Titans!"
orange	"By the might of the earth and the power of the forge, let me shape the metal as I will; Let it become a weapon of my choosing, deadly and unbreakable; Craft, Metal Shaper!"
orange	"By the might of the earth's core, let the power of the planet surge through me and grant me unstoppable strength; Unleash the Cataclysmic Fury of the Earth's Core!"
orange	"By the might of the earth's unyielding power, I command thee, spirits of the boulders; Let your strength flow through my veins, and let my enemies be crushed beneath the weight of my fury; Boulderfall of the Earth's Might!"
orange	"By the might of the mountains and the strength of the rocks, let my enemies be crushed beneath the weight of the earth's embrace; Invoke the Crushing Avalanche of the Mountain's Fury!"
orange	"By the might of the mountains, let the very stones rise up and strike down my foes; Unleash the Crushing Avalanche of the Rockslide's Fury!"
orange	"By the might of the subterranean titans, I command the ground to shatter, sending forth a wave of devastation that will crush my foes; Rupturing Quake of the Abyssal Breaker!"
orange	"By the might of the tectonic titan, let the stone rise and form an impenetrable fortress; Unveil the Resolute Sanctuary of the Earthen Monolith!"
orange	"By the power of the ancient earth, I command the rocks to obey; Let the very stone around me become my shield, as I invoke the very essence of the unyielding earth to protect me from all harm; Shield of the Earthen Citadel!"
orange	"By the power of the earth and the force of the tides, let me summon forth a wave of crushing force; Let it sweep away my foes and leave nothing in its wake; Surge, Tsunami Crusher!"
orange	"By the power of the earth and the fury of the storm, let my strikes become thunder and my might become lightning; Shock, Thunder Strike!"
orange	"By the power of the earth and the magic of the stones, I call forth the spirits of the earth elementals; Let their power flow through me and protect me from all harm; Earth Elemental's Shield!"
orange	"By the power of the earth and the might of metal, I call forth the unyielding strength of the Mithril Golem; Let my foes be crushed beneath my unbreakable will; Mithril Torrent of the Earth's Will!"
orange	"By the power of the earth and the strength of metal, let my weapon become an unstoppable force; Pierce through the thickest armor and shatter the strongest shield; Crush, Iron Blade!"
orange	"By the power of the earth and the strength of the mountains, I call upon the spirits of the land; Let my fists be as hard as diamond and my will unbreakable; Earthquake Smash!"
orange	"By the power of the earth and the strength of the stone, I summon forth the mighty golem; Let my will be its command and my enemies be crushed beneath its massive fists; Stone Sentinel!"
orange	"By the power of the earth and the strength of the unyielding rock, I call forth the mighty golem of the mountains; Let it be impervious to all harm, and let its stone fists smite my enemies into dust; Guardian of the Earthen Citadel!"
orange	"By the power of the earth and the unbreakable bond of metal, I call forth the unstoppable might of the Metal Titan; Let my enemies be crushed beneath my metallic fist; Titan's Unyielding Fist of the Earth's Will!"
orange	"By the power of the earth and the unbreakable bonds of family, I call forth the might of the Stone Clan; Let their strength be my strength, and let their will be my will; Stone Clan's Unyielding Conviction!"
orange	"By the power of the earth and the unbreakable will of stone, I invoke the Mountain's Endurance; Let nothing stand in my way!"
orange	"By the power of the earth and the unyielding spirit of the mountains, I call forth the unbreakable shield of the earth; Let it be a fortress against all harm, and let its power protect me from all who oppose me; Shield of the Earthen Titan!"
orange	"By the power of the earth and the unyielding strength of metal, I call forth the unstoppable might of the Titanium Titan; Let my enemies be crushed beneath my unbreakable will; Titan's Torrent of the Earthen Conviction!"
orange	"By the power of the earth and the unyielding will of the mountains, I call forth the indestructible fortress of the earth; Let its walls be impenetrable, and its defenses unbreakable; Citadel of the Earthen Colossus!"
orange	"By the power of the earth and the unyielding will of the mountains, I call forth the unbreakable hammer of the earth; Let it smite my enemies with unyielding force, and let its blows be felt throughout the land; Hammer of the Earthen Titan!"
orange	"By the power of the earth, I command the very ground beneath my feet; Rise up and crush my foes with an unstoppable force; Terra's Cataclysmic Convulsion!"
orange	"By the power of the earth, let the mountains tremble and the earth crack; With my will, let the very ground itself rise and crush my enemies; Terraquake Crush!"
orange	"By the power of the earth, let the very ground become my armor; With my will, let my enemies be crushed by the weight of my fortitude; Terraforce Bulwark!"
orange	"By the power of the earth's magnetic field, I command the metal to obey; Let the very iron in my blood become as a magnet, as I wield the power to shape the very forces of attraction and repulsion; Polarity of the Magnetic Earth!"
orange	"By the power of the earth's magnetic field, let the very metal in my enemies' bodies be twisted and contorted beyond recognition; Wield the Twisted Magnetism of the Earth's Field!"
orange	"By the power of the earth's molten core, I call forth the searing heat of the forge; Let the flames of the inferno imbue my weapons with the power of the volcanic eruption, and smite my enemies with the fiery wrath of the elemental forge; Fiery Fury of the Volcanic Smith!"
orange	"By the power of the earth's seismic force, let my enemies be buried in the earth itself; The Burial Grounds of the Mountain's Wrath!"
orange	"By the power of the earth's seismic force, let my enemies be ground to dust; The Trembling Grounds of the Mountain's Wrath!"
orange	"By the power of the earth's seismic force, let my enemies be shaken to their core; Invoke the Quaking Fury of the Earthshaker's Might!"
orange	"By the power of the earth's tectonic plates, let the ground shift and swallow up my foes; Wield the Devouring Chasm of the Earthquake's Grasp!"
orange	"By the power of the forge, let metal bend to my will and become a deadly weapon against my enemies; Unleash the Red-Hot Fury of the Inferno's Forge!"
orange	"By the power of the magnetic force that binds the elements, I command the metals within my grasp to bend and twist to my will; Manipulation of the Magnetic Maestro!"
orange	"By the power of the subterranean depths, let the earth rise and swallow my foes whole; Devour with the Ravenous Maw of the Terra Incognita!"
orange	"By the resolute heart of the ironclad titan, imbue my allies with unyielding courage; Let them face their fears and stand tall against even the most terrifying of foes; Endowment of the Titan's Valor!"
orange	"By the resonating tremors of the seismic fury, let the earth shatter beneath my enemies' feet; Unleash the cataclysmic force of the land and witness the Quaking Desolation of the Tectonic Wrath!"
orange	"By the seismic fury of the earth's wrath, let the ground quake and shatter beneath my enemies' feet; Wield the Cataclysmic Tremor of the Worldshaker's Might!"
orange	"By the seismic tremors of the world, let the ground fracture and the mountains crumble; Unleash the power of the earth's core, and let the land be torn asunder by the Quaking Requiem of the Geomantic Titan!"
orange	"By the steel of my will and the iron of my resolve, I command thee, metal; Let your form be shaped and molded by my hand, as I craft the ultimate weapon of destruction; Forging of the Crimson Smith!"
orange	"By the strength of the earth and the might of the mountains, I call upon the spirits of the land; Let my fists be as hard as diamond and my will unbreakable; Earthquake Smash!"
orange	"By the strength of the earth and the power of the metal, I call forth the spirit of the blacksmith; Let my weapons be as sharp as the finest blades and my armor as hard as the strongest steel; Blacksmith's Blessing!"
orange	"By the strength of the earth and the power of the metal, I call forth the spirits of the anvil and the hammer; Let my blows be as mighty as thunder and my creations as wondrous as the stars; Smith's Might!"
orange	"By the strength of the mountain giants, I command the earth to tremble; Let the very land beneath my foes split asunder, as the crushing force of the earthen titan bears down upon them; Wrath of the Earthen Colossus!"
orange	"By the strength of the mountains and the fury of the tempest, I invoke the Elemental Storm; Let the very earth and sky bend to my will!"
orange	"By the strength of the mountains and the power of the earth, I summon the very essence of creation itself; Let the very fabric of reality bend to my will, as I unleash the ultimate power of seismic magic; Cataclysm of the Earthen Titans!"
orange	"By the strength of the rocks and the power of the earth, I summon the very essence of creation itself; Let the very fabric of reality bend to my will, as I unleash the ultimate power of rock manipulation; Creation of the Rock Titans!"
orange	"By the unyielding force of metal, let my enemies fall to their knees; Let my blades be sharpened to perfection, and my armor be impervious to all harm; I summon the power of the unbreakable forge; Smith's Embrace of the Unyielding!"
orange	"By the unyielding force of the earth's strength, let me shatter my enemies' defenses; Invoke the Crushing Impact of the Earthen Hammer's Dominion!"
orange	"By the unyielding power of the earth's core, I invoke the strength of the titanic giants; Let the ground tremble and the mountains rise, as I command the Seismic Symphony of the Colossal Sentinel!"
orange	"By the unyielding strength of the earthen titan, grant me the power to fortify my allies' defenses, while crumbling the resolve of my enemies; Let them stand as sturdy as a mountain or crumble like sand; Polarization of the Earthen Sentinel!"
orange	"By the unyielding strength of the earth's core, grant me the unbreakable resolve of the ageless mountains; Let the stone and metal bend to my will, creating an impervious bulwark against my enemies' futile attacks; Bastion of the Unbreakable Earth!"
orange	"Drawing from the depths of the earth's mineral wealth, I forge a mighty weapon, a testament to the power of the elements, and an instrument of destruction; Armament of the Elemental Colossus!"
orange	"Essence of the living earth, heed my call; Rise and take form, imbued with the strength of the unyielding stone; Assemble before me, a legion of earthen might, guardians of the sacred land; Terra's Battalion of the Unbroken!"
orange	"Eternal sands of the desert realm, bestow upon me the relentless power of the scorching wasteland; Unleash the blinding fury of the sandstorm, as I command the winds to shape the ever-shifting dunes; I invoke the Tempest of Shifting Sands!"
orange	"From deep within the earth, I summon forth the molten heart of the planet; Flames of the forge, heed my command; Magma Burst!"
orange	"From the ancient tombs and forgotten ruins of the earth's past, let the spirits of the dead rise up and grant me the power to smite my enemies; Unleash the Vengeful Wrath of the Earth's Ancestors!"
orange	"From the boundless sands of the desert, let the swirling vortex of grit blind and disorient my enemies; Invoke the Blinding Maelstrom of the Dust Devil's Wrath!"
orange	"From the bowels of the earth and the depths of the mines, I call forth the spirit of the miner; Let my pick be as sharp as a razor and my digging as deep as the abyss; Miner's Delve!"
orange	"From the core of the earth's molten heart, let the flames of the inferno rise up and scorch my enemies with the intensity of the sun; Unleash the Unquenchable Blaze of the Earth's Core!"
orange	"From the cradle of the earth's embrace, let the crushing weight of stone protect me; Summon the unyielding bulwark of the ancient mountains and behold the Granite Bastion of the Terrene Sentinel!"
orange	"From the deepest caverns of the earth, let the gems' radiance guide my path; Illuminate the way with the Luminous Guidance of the Crystal Beacon!"
orange	"From the deepest depths of the earth, I draw forth the power of the mountains themselves; Let my enemies feel the crushing weight of my power; Mountain's Fury!"
orange	"From the deepest mines and the richest veins, let the treasures of the earth flow forth and grant me the power to crush my enemies; Unleash the Bountiful Wealth of the Earth's Bounty!"
orange	"From the depths of the earth and the core of the planet, I draw forth the molten fury of the volcano; Let the flames of the inferno rain down upon my foes and consume them in ash and flame; Volcanic Eruption!"
orange	"From the depths of the earth and the darkness of the caves, I call forth the power of the stalactites and stalagmites; Let them impale my enemies and strike fear into their hearts; Spikes of the Underworld!"
orange	"From the depths of the earth and the heart of the mountains, I call forth the spirit of the miner; Let my pick strike true and my torch never fade; Miner's Endurance!"
orange	"From the depths of the earth, I call forth the power of metal; Let it course through my veins and fuel my strength, as I invoke the Ironborn's Might!"
orange	"From the depths of the earth, I summon the mighty golems of rock and metal; Rise up and heed my call, for I am the master of the Stonemason's Fury!"
orange	"From the depths of the earth, let the power of crystal and gemstones be mine to wield; Let the Diamond's Brilliance Blind My Enemies!"
orange	"From the depths of the earth's core, let the magma rise and consume my enemies; Unleash the Melting Inferno of the Molten Core's Fury!"
orange	"From the depths of the earth's crust, let the power of the magma flow through me and ignite my enemies in a blazing inferno; Unleash the Scorching Fury of the Earth's Inferno!"
orange	"From the depths of the earth's embrace, I call upon the unyielding might of the primordial mountains; Grant me the strength of the titanic colossi, and let my enemies tremble before the unstoppable force of my seismic wrath; As the earth quakes and the ground shatters, so shall my dominion over the terrestrial realm remain unbroken; Cataclysmic Tremor of the Earthen Titan!"
orange	"From the depths of the earth's embrace, let the roots entangle and bind my foes; Unleash the Strangling Grasp of the Undergrowth's Labyrinth!"
orange	"From the depths of the earth's embrace, let the soil rise up and shield me from harm; Cast the Resilient Protection of the Stoneshield's Sanctuary!"
orange	"From the depths of the earth's mantle, let the power of the tectonic plates shake my enemies to their very core; Unleash the Seismic Fury of the Earth's Heart!"
orange	"From the depths of the earth's molten core, I call forth the primordial flames of the inferno; Let the fiery fury of the volcano's wrath consume my enemies and reduce them to ash; Magma Surge of the Burning Core!"
orange	"From the depths of the earth's molten core, I summon the unquenchable flames of the inferno; Let their fiery fury imbue me with the unbreakable will of the volcanic eruption, and let my enemies be consumed by the searing power of the elemental forge; Burning Fury of the Unstoppable Earth!"
orange	"From the depths of the earth's primordial core, I summon the undying strength of the elemental giants; Let their power infuse me with the unbreakable will of the earth, and let my enemies tremble before the seismic force of my might; Titan's Fury of the Unstoppable Earth!"
orange	"From the earth's ancient ruins, let the spirits of the past lend me their power; Invoke the Mysterious Energies of the Forgotten Relics' Aura!"
orange	"From the earth's ancient totems, let the spirits of the wild lend me their strength; Invoke the Ferocious Fury of the Tribal Totem's Blessing!"
orange	"From the earth's crust, let the rocks rain down and crush my foes; Unleash the Unforgiving Hail of the Stone's Judgment!"
orange	"From the earth's crystal caves, let the gems lend me their sparkling radiance; Invoke the Dazzling Light of the Crystal's Shine!"
orange	"From the earth's deepest depths, I call forth the unbreakable might of the mountain; Let the strength of the unyielding rock imbue me with the power of the earth, and let my enemies be shattered before the unquenchable power of the elemental giants; Unbreakable Might of the Unstoppable Earth!"
orange	"From the earth's depths, let the metal be mine to command; The Shattering Steel of the Iron Colossus!"
orange	"From the earth's embrace, let the strength of the titanic colossus manifest; Summon the eternal guardian of the land and unleash the Tremoring Might of the Earthen Juggernaut!"
orange	"From the earth's natural springs, let the healing waters flow and wash away my enemies' wounds; Invoke the Restorative Cascade of the Healing Spring's Blessing!"
orange	"From the heart of the earth and the strength of the mountains, I call forth the power of the boulder; Let it be as unstoppable as a landslide and crush my foes beneath its weight; Boulder Roll!"
orange	"From the heart of the earth and the womb of the mountains, I call forth the power of the crystals; Let their radiance shine forth and heal my wounds and strengthen my resolve; Crystal Blessing!"
orange	"From the heart of the earth, awaken the unstoppable might of the iron titan; Let the metallic behemoth rise and forge a path of destruction, as I wield the Ironclad Juggernaut of the Terrestrial Colossus!"
orange	"From the heart of the earth, let the molten rage of the volcano consume my enemies in a fiery inferno; Unleash the Incendiary Fury of the Magma's Reign!"
orange	"From the heart of the earth, let the power of the crystals be mine to command; The Shimmering Radiance of the Crystal's Light!"
orange	"From the heart of the earth's core, I call upon the molten fury to forge an unbreakable barrier, an impenetrable fortress to protect me from all harm; Impervious Bulwark of the Iron Titan!"
orange	"From the heart of the earth's mantle, let the purest metals flow and be forged into a weapon of unbreakable might; Unleash the Adamantine Might of the Earth's Forge!"
orange	"From the molten core of the world, let the lava flow and incinerate my enemies; Unleash the Blazing Torrent of the Volcano's Fury!"
orange	"From the soil's rich embrace, let the minerals fortify and nourish me; Imbue the lifeblood with the Nurturing Touch of the Earth's Cradle!"
orange	"From the unyielding heart of the world, I call upon the molten veins of the earth to forge an impenetrable fortress; Let the mountains bow to my command and the very stones tremble at my feet, as I reshape the terrain to my indomitable will; Witness the Terraforming Crescendo of the Ironclad Colossus!"
orange	"Harnessing the seismic energies that lie dormant beneath the surface, I unleash a cataclysmic tremor, shattering the earth and swallowing my enemies whole; Cataclysmic Tremors of the Worldsplitter!"
orange	"I call forth the power of the earth's molten core; Let the magma flow through me and fuel my strength, as I invoke the Seismic Inferno!"
orange	"I call forth the very essence of the earth, a raw power that flows through every rock and stone; Let it now infuse me with its strength, and let me wield the earth's might as my own; Earth's Essence of Unyielding Power!"
orange	"I call upon the ancient spirits of the mountains, the guardians of the earth's treasures; With their blessing, I shall reshape the very mountains themselves, and mine their secrets with ease; Unseen Hand of the Earth's Riches!"
orange	"I invoke the spirits of the ancient stone, granting me dominion over the very ground beneath my feet; Let the earth itself rise up to crush my enemies; Quaking Wrath of the Terracotta Army!"
orange	"I summon the strength of the ageless minerals, fortifying my body with the unbreakable resilience of the earth's core; Adamantine Resolve of the Terran Titan!"
orange	"In the heat of battle, I shall not falter; With the power of the earth and the might of steel, I invoke the Ironclad Courage!"
orange	"In the name of the earth, let my enemies be buried in the soil that they so foolishly tread upon; Unleash the Vengeful Torrent of the Earth's Tomb!"
orange	"In the name of the metal spirits, I call forth the might of the forge; Let the flames of creation burn bright, as I shape the very fabric of reality into a weapon of divine might; Hammer of the Celestial Blacksmith!"
orange	"In the name of the metal spirits, I call forth the power of the alloy; Let the very elements of metal combine to form the perfect blend of strength, durability, and flexibility, as I wield the ultimate weapon of the Celestial Smithy; Alloy of the Celestial Forger!"
orange	"In the name of the metal spirits, I summon forth the power of the magnet; Let the force of attraction and repulsion be at my command, as I shape the very elements to my will; Magnetism of the Celestial Smithy!"
orange	"In the name of the molten forge, let the metallic embrace enshroud my weapon; Behold the Blazing Temper of the Ironheart's Craft!"
orange	"Let the earth beneath my feet be my shield; With the strength of the mountains and the power of the earth, I invoke the Stone Guardian's Protection!"
orange	"Let the earth quake and the rocks shatter; From the depths of the earth, I summon the seismic power of the Titan's Rampage!"
orange	"Let the earth rise up and swallow my enemies whole, entrapping them in a prison of rock and stone; Unleash the Unyielding Embrace of the Earth's Grip!"
orange	"Let the earth's raw power heed my call, and empower me with the undying strength of the mountain; Let my enemies tremble before the unbreakable will of the unyielding earth, and let their defeat be swift and complete; Mountain's Might of the Unstoppable Earth!"
orange	"Let the force of the earth's might be my strength, and let my enemies fall before my unyielding power; Unleash the Crushing Impact of the Titan's Might!"
